Snapshots/Description,Snapshots/Encrypted,Snapshots/OwnerId,Snapshots/Progress,Snapshots/SnapshotId,Snapshots/StartTime,Snapshots/State,Snapshots/VolumeId,Snapshots/VolumeSize,Snapshots/Tags/0/Key,Snapshots/Tags/0/Value,Snapshots/Tags/1/Key,Snapshots/Tags/1/Value,Snapshots/Tags/2/Key,Snapshots/Tags/2/Value,Snapshots/Tags/3/Key,Snapshots/Tags/3/Value,Snapshots/Tags/4/Key,Snapshots/Tags/4/Value,Snapshots/Tags/5/Key,Snapshots/Tags/5/Value,Snapshots/Tags/6/Key,Snapshots/Tags/6/Value,Snapshots/Tags/7/Key,Snapshots/Tags/7/Value,Snapshots/Tags/8/Key,Snapshots/Tags/8/Value,Snapshots/StorageTier
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-022ce4903e14d8145,2022-01-11T00:20:14.312Z,completed,vol-0171bb49bb958f568,30,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Snapshot,true,SnapshotCreator,DLM,CreatedBy,terraform,dlm:managed,true,MaintainedBY,DevOps,Name,sonarqube,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0ce9fb57f61f91d53,2022-01-11T00:19:32.759Z,completed,vol-0fed115fd2f23a465,30,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,Name,prometheus,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-03465939f54da1c7d,2022-01-10T00:24:16.682Z,completed,vol-0fed115fd2f23a465,30,dlm:managed,true,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Snapshot,true,MaintainedBY,DevOps,Name,prometheus,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-08aa669e1a1e08d09,2022-01-10T00:17:10.547Z,completed,vol-0171bb49bb958f568,30,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,Name,sonarqube,MaintainedBY,DevOps,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,dlm:managed,true,SnapshotCreator,DLM,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0e32fe0b2300b2eca,2022-01-08T00:25:16.810Z,completed,vol-0fed115fd2f23a465,30,MaintainedBY,DevOps,SnapshotCreator,DLM,Name,prometheus,Snapshot,true,dlm:managed,true,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0427d8495d19208fd,2022-01-07T00:14:49.607Z,completed,vol-0fed115fd2f23a465,30,Snapshot,true,SnapshotCreator,DLM,Name,prometheus,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,dlm:managed,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-031d75295918ddabc,2022-01-07T00:12:37.765Z,completed,vol-0171bb49bb958f568,30,Snapshot,true,SnapshotCreator,DLM,Name,sonarqube,dlm:managed,true,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0e66d761b5a34b50b,2022-01-06T00:15:21.842Z,completed,vol-0171bb49bb958f568,30,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,Snapshot,true,dlm:managed,true,Name,sonarqube,SnapshotCreator,DLM,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0626690ef2124062f,2022-01-05T00:19:58.520Z,completed,vol-0fed115fd2f23a465,30,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,SnapshotCreator,DLM,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,prometheus,Snapshot,true,MaintainedBY,DevOps,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-08da9f6fe9917d4f7,2022-01-04T00:19:52.755Z,completed,vol-0c5405fa9f61a54e5,30,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,Snapshot,true,MaintainedBY,DevOps,Name,node-exporter,SnapshotCreator,DLM,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0eb4bb20c5e72a2bf,2022-01-04T00:17:34.986Z,completed,vol-0fed115fd2f23a465,30,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,SnapshotCreator,DLM,CreatedBy,terraform,Name,prometheus,Snapshot,true,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-041a11b75819a072f,2022-01-03T00:22:57.605Z,completed,vol-0171bb49bb958f568,30,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,sonarqube,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0199addf4560e235e,2022-01-03T00:22:58.310Z,completed,vol-0c5405fa9f61a54e5,30,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,dlm:managed,true,CreatedBy,terraform,Name,node-exporter,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,Snapshot,true,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0627e506955ce2cfe,2022-01-02T00:11:24.903Z,completed,vol-0171bb49bb958f568,30,Name,sonarqube,Snapshot,true,MaintainedBY,DevOps,SnapshotCreator,DLM,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0c99be9d8ac3852af,2022-01-01T00:19:24.770Z,completed,vol-0fed115fd2f23a465,30,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,Name,prometheus,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,CreatedBy,terraform,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-00c00515d8546914c,2022-01-01T00:20:14.906Z,completed,vol-0171bb49bb958f568,30,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,Snapshot,true,Name,sonarqube,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-01fe0a7fb86bf8b0e,2022-01-01T00:20:15.715Z,completed,vol-0c5405fa9f61a54e5,30,MaintainedBY,DevOps,SnapshotCreator,DLM,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,Name,node-exporter,Snapshot,true,standard
created by script,false,086685601027,100%,snap-0f2185fe275f2d77e,2021-12-31T12:16:05.291Z,completed,vol-059a7651f11a28405,500,Name,artifactory,,,,,,,,,,,,,,,,,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-00d9084c8ddd7c41c,2021-12-14T00:19:26.536Z,completed,vol-00bfbde266edc1314,30,Snapshot,true,MaintainedBY,DevOps,Name,node-exporter,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0ae0dfcc8e0249cb0,2021-12-13T00:18:29.856Z,completed,vol-00bfbde266edc1314,30,Snapshot,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,node-exporter,dlm:managed,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0fe4fb203d408e08f,2021-12-09T00:24:38.615Z,completed,vol-00bfbde266edc1314,30,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,CreatedBy,terraform,Name,node-exporter,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,Snapshot,true,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0de20625528c961be,2021-12-09T00:24:39.256Z,completed,vol-0447916d5f9bb0786,30,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,Name,sonarqube,MaintainedBY,DevOps,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,dlm:managed,true,SnapshotCreator,DLM,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0418eccb737a6247a,2021-12-08T00:14:33.421Z,completed,vol-0447916d5f9bb0786,30,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,MaintainedBY,DevOps,Snapshot,true,Name,sonarqube,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-00fdbcd540939447f,2021-12-08T00:14:32.480Z,completed,vol-00bfbde266edc1314,30,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,Snapshot,true,SnapshotCreator,DLM,MaintainedBY,DevOps,dlm:managed,true,Name,node-exporter,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-00ecaaf7d8b3f3903,2021-12-07T00:23:03.067Z,completed,vol-00bfbde266edc1314,30,Snapshot,true,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,CreatedBy,terraform,Name,node-exporter,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0dbee9ff4075ca584,2021-12-07T00:23:03.763Z,completed,vol-0447916d5f9bb0786,30,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,Name,sonarqube,Snapshot,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,standard
,false,086685601027,100%,snap-07cb26faea8bdaa35,2021-12-06T12:22:57.777Z,completed,vol-059a7651f11a28405,500,CreatedBy,terraform,Name,artifactory,spotinst:accountId,act-bf1b8e33,spotinst:aws:ec2:group:id,sig-d7251a8f,Snapshot,true,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,,,,,standard
created by script,false,086685601027,100%,snap-0d6a03a7fcbc73fd0,2021-12-06T12:18:05.059Z,completed,vol-059a7651f11a28405,500,Name,artifactory,,,,,,,,,,,,,,,,,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-083a5e49c035edd08,2021-12-06T00:17:45.619Z,completed,vol-00bfbde266edc1314,30,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,Snapshot,true,Name,node-exporter,MaintainedBY,DevOps,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-04b462d436e8e00d4,2021-12-06T00:17:46.305Z,completed,vol-0447916d5f9bb0786,30,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,Name,sonarqube,SnapshotCreator,DLM,Snapshot,true,dlm:managed,true,CreatedBy,terraform,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0f56891562af016c5,2021-12-06T00:10:25.858Z,completed,vol-05b9254ec1fdb8fc1,30,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,Snapshot,true,SnapshotCreator,DLM,MaintainedBY,DevOps,dlm:managed,true,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-085e09aed0e7ec208,2021-12-05T00:19:17.261Z,completed,vol-00bfbde266edc1314,30,MaintainedBY,DevOps,SnapshotCreator,DLM,Snapshot,true,dlm:managed,true,Name,node-exporter,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0d7b3b9b0ec0ae995,2021-12-05T00:19:18.049Z,completed,vol-0447916d5f9bb0786,30,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,SnapshotCreator,DLM,Name,sonarqube,MaintainedBY,DevOps,Snapshot,true,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-01372ca9731a88166,2021-12-05T00:11:59.784Z,completed,vol-05b9254ec1fdb8fc1,30,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,MaintainedBY,DevOps,SnapshotCreator,DLM,Name,artifactory,Snapshot,true,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0707a841f280824e1,2021-12-04T00:19:30.068Z,completed,vol-05b9254ec1fdb8fc1,30,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,artifactory,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,CreatedBy,terraform,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-01b74fb4c08077821,2021-12-04T00:10:55.928Z,completed,vol-0447916d5f9bb0786,30,Name,sonarqube,SnapshotCreator,DLM,MaintainedBY,DevOps,Snapshot,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-012a287b7314c1a4f,2021-12-04T00:10:58.238Z,completed,vol-0672c156c4ce59ac6,30,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,Snapshot,true,SnapshotCreator,DLM,dlm:managed,true,Name,jenkins-master-test,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0b2ae9fa0d7e11f48,2021-12-04T00:10:55.215Z,completed,vol-00bfbde266edc1314,30,Name,node-exporter,CreatedBy,terraform,dlm:managed,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,SnapshotCreator,DLM,Snapshot,true,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-08822b2bdd99e828d,2021-12-03T00:15:22.203Z,completed,vol-00bfbde266edc1314,30,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Snapshot,true,MaintainedBY,DevOps,Name,node-exporter,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0c6d508eca346886e,2021-12-03T00:15:22.944Z,completed,vol-0447916d5f9bb0786,30,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,sonarqube,Snapshot,true,MaintainedBY,DevOps,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-09e1cae70759496a6,2021-12-03T00:13:24.063Z,completed,vol-05b9254ec1fdb8fc1,30,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,SnapshotCreator,DLM,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,MaintainedBY,DevOps,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0c90211f064e53cb2,2021-12-02T00:23:24.714Z,completed,vol-05b9254ec1fdb8fc1,30,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,CreatedBy,terraform,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,artifactory,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-06307500de7ae5176,2021-12-02T00:12:33.139Z,completed,vol-0447916d5f9bb0786,30,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,MaintainedBY,DevOps,Snapshot,true,SnapshotCreator,DLM,Name,sonarqube,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0d75fb42d470dd50e,2021-12-02T00:12:32.439Z,completed,vol-00bfbde266edc1314,30,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,Name,node-exporter,SnapshotCreator,DLM,MaintainedBY,DevOps,CreatedBy,terraform,Snapshot,true,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-082848b68981940fc,2021-12-01T00:24:52.962Z,completed,vol-00bfbde266edc1314,30,dlm:managed,true,CreatedBy,terraform,Name,node-exporter,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,Snapshot,true,MaintainedBY,DevOps,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0f93a5f46898d2373,2021-12-01T00:24:53.678Z,completed,vol-0447916d5f9bb0786,30,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,Name,sonarqube,Snapshot,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0f2a0d305a41fafbe,2021-12-01T00:16:31.231Z,completed,vol-05b9254ec1fdb8fc1,30,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,Snapshot,true,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0b5df2c4c3e55d24e,2021-11-30T00:25:20.102Z,completed,vol-07764c551299b0625,30,CreatedBy,terraform,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,sonarqube,Snapshot,true,MaintainedBY,DevOps,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-05e7796c3d62def13,2021-11-30T00:15:38.749Z,completed,vol-05b9254ec1fdb8fc1,30,dlm:managed,true,Name,artifactory,MaintainedBY,DevOps,Snapshot,true,SnapshotCreator,DLM,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-071028ddcacb59f47,2021-11-29T00:12:17.859Z,completed,vol-05b9254ec1fdb8fc1,30,dlm:managed,true,MaintainedBY,DevOps,Snapshot,true,SnapshotCreator,DLM,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard
created by script,false,086685601027,100%,snap-037be71667d0c0429,2021-11-28T11:52:19.394Z,completed,vol-04a56c4b9de593c36,300,Name,jenkins-master-test,,,,,,,,,,,,,,,,,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0741e47a5166e7660,2021-11-28T00:17:17.287Z,completed,vol-05b9254ec1fdb8fc1,30,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,SnapshotCreator,DLM,Snapshot,true,dlm:managed,true,CreatedBy,terraform,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-002fc06ac99d138ff,2021-11-27T00:15:37.153Z,completed,vol-05b9254ec1fdb8fc1,30,Snapshot,true,SnapshotCreator,DLM,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,Name,artifactory,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,CreatedBy,terraform,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-0a1d489e9a3d0850a,2021-11-26T00:17:43.291Z,completed,vol-05b9254ec1fdb8fc1,30,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,MaintainedBY,DevOps,Snapshot,true,SnapshotCreator,DLM,dlm:managed,true,Name,artifactory,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard
Created for policy: policy-0a56edde1220152f1 schedule: 2 weeks of daily snapshots,false,086685601027,100%,snap-011575d712e418c73,2021-11-25T00:24:13.892Z,completed,vol-05b9254ec1fdb8fc1,30,Snapshot,true,MaintainedBY,DevOps,CreatedBy,terraform,Name,artifactory,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0a56edde1220152f1,standard
